Prospect Type,Name / Channel,Category,Best Contact,Contact Type,Contact URL,Relevant Content / Fit Link,Affiliate Fit Score (1-10),Audience Size,Why Talysman Fits,Suggested Outreach Angle,Source URL,Verification Date,Outreach Status,Notes
Affiliate,ADHD Assist,ADHD / Executive Function,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=ADHD+Assist,https://www.youtube.com/results?search_query=ADHD+Assist+focus+productivity+study,10,,"Audience often discusses distractibility, executive function and external structure.","Position the USB key as external structure / environmental friction, not more willpower; avoid medical claims.",https://videos.feedspot.com/adhd_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Men's ADHD Support Group,ADHD / Executive Function,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Men%27s+ADHD+Support+Group,https://www.youtube.com/results?search_query=Men%27s+ADHD+Support+Group+focus+productivity+study,10,,"Audience often discusses distractibility, executive function and external structure.","Position the USB key as external structure / environmental friction, not more willpower; avoid medical claims.",https://videos.feedspot.com/adhd_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,ADHD Big Brother,ADHD / Executive Function,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=ADHD+Big+Brother,https://www.youtube.com/results?search_query=ADHD+Big+Brother+focus+productivity+study,10,,"Audience often discusses distractibility, executive function and external structure.","Position the USB key as external structure / environmental friction, not more willpower; avoid medical claims.",https://videos.feedspot.com/adhd_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Jen Conley l ADHD Coach,ADHD / Executive Function,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jen+Conley+l+ADHD+Coach,https://www.youtube.com/results?search_query=Jen+Conley+l+ADHD+Coach+focus+productivity+study,10,,"Audience often discusses distractibility, executive function and external structure.","Position the USB key as external structure / environmental friction, not more willpower; avoid medical claims.",https://videos.feedspot.com/adhd_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,ADHD Care Ltd,ADHD / Executive Function,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=ADHD+Care+Ltd,https://www.youtube.com/results?search_query=ADHD+Care+Ltd+focus+productivity+study,10,,"Audience often discusses distractibility, executive function and external structure.","Position the USB key as external structure / environmental friction, not more willpower; avoid medical claims.",https://videos.feedspot.com/adhd_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Teal Swan,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Teal+Swan,https://www.youtube.com/results?search_query=Teal+Swan+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Mind Movies | Personal Development YouTube Channel,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Mind+Movies+%7C+Personal+Development+YouTube+Channel,https://www.youtube.com/results?search_query=Mind+Movies+%7C+Personal+Development+YouTube+Channel+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Improvement Pill,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Improvement+Pill,https://www.youtube.com/results?search_query=Improvement+Pill+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Hamza Ahmed,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Hamza+Ahmed,https://www.youtube.com/results?search_query=Hamza+Ahmed+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Better Ideas,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Better+Ideas,https://www.youtube.com/results?search_query=Better+Ideas+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Brendon.com | Personal Development Videos,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Brendon.com+%7C+Personal+Development+Videos,https://www.youtube.com/results?search_query=Brendon.com+%7C+Personal+Development+Videos+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Art of Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Art+of+Improvement,https://www.youtube.com/results?search_query=The+Art+of+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Personal Development School,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Personal+Development+School,https://www.youtube.com/results?search_query=The+Personal+Development+School+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Brain Education TV,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Brain+Education+TV,https://www.youtube.com/results?search_query=Brain+Education+TV+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Jade Joddle - Speak Well,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jade+Joddle+-+Speak+Well,https://www.youtube.com/results?search_query=Jade+Joddle+-+Speak+Well+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Zoey Arielle,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Zoey+Arielle,https://www.youtube.com/results?search_query=Zoey+Arielle+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Rafael Eliassen,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Rafael+Eliassen,https://www.youtube.com/results?search_query=Rafael+Eliassen+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Linda Hall,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Linda+Hall,https://www.youtube.com/results?search_query=Linda+Hall+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Debra Berndt-Maldonado,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Debra+Berndt-Maldonado,https://www.youtube.com/results?search_query=Debra+Berndt-Maldonado+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Personality Hacker,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Personality+Hacker,https://www.youtube.com/results?search_query=Personality+Hacker+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Delilah Helton,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Delilah+Helton,https://www.youtube.com/results?search_query=Delilah+Helton+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Nena Lavonne,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Nena+Lavonne,https://www.youtube.com/results?search_query=Nena+Lavonne+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Will's Personal-Development Show,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Will%27s+Personal-Development+Show,https://www.youtube.com/results?search_query=Will%27s+Personal-Development+Show+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Sundaresan Subramanian,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Sundaresan+Subramanian,https://www.youtube.com/results?search_query=Sundaresan+Subramanian+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Satori Prime,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Satori+Prime,https://www.youtube.com/results?search_query=Satori+Prime+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Live Without Limits Official,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Live+Without+Limits+Official,https://www.youtube.com/results?search_query=Live+Without+Limits+Official+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Best Personal Development Journey,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Best+Personal+Development+Journey,https://www.youtube.com/results?search_query=Best+Personal+Development+Journey+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Self-Help Yourself | Self Help YouTuber,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Self-Help+Yourself+%7C+Self+Help+YouTuber,https://www.youtube.com/results?search_query=Self-Help+Yourself+%7C+Self+Help+YouTuber+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Unitive - Positive Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Unitive+-+Positive+Self+Improvement,https://www.youtube.com/results?search_query=Unitive+-+Positive+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Self+Improvement,https://www.youtube.com/results?search_query=Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Gregg Clunis | Self Help Videos,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Gregg+Clunis+%7C+Self+Help+Videos,https://www.youtube.com/results?search_query=Gregg+Clunis+%7C+Self+Help+Videos+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Doing Life Today,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Doing+Life+Today,https://www.youtube.com/results?search_query=Doing+Life+Today+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,David McCrae: Personal Development Trainer,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=David+McCrae%3A+Personal+Development+Trainer,https://www.youtube.com/results?search_query=David+McCrae%3A+Personal+Development+Trainer+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Davids Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Davids+Self+Improvement,https://www.youtube.com/results?search_query=Davids+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Lmentalist,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lmentalist,https://www.youtube.com/results?search_query=Lmentalist+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,90 Second Nugget,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=90+Second+Nugget,https://www.youtube.com/results?search_query=90+Second+Nugget+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Eric S Burdon,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Eric+S+Burdon,https://www.youtube.com/results?search_query=Eric+S+Burdon+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Eric Ha Self-Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Eric+Ha+Self-Improvement,https://www.youtube.com/results?search_query=Eric+Ha+Self-Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,The Self-Improvement Blueprint,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Self-Improvement+Blueprint,https://www.youtube.com/results?search_query=The+Self-Improvement+Blueprint+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Skillopedia - Skills for the real world,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Skillopedia+-+Skills+for+the+real+world,https://www.youtube.com/results?search_query=Skillopedia+-+Skills+for+the+real+world+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Antony Stagg,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Antony+Stagg,https://www.youtube.com/results?search_query=Antony+Stagg+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Knowledge for Men,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Knowledge+for+Men,https://www.youtube.com/results?search_query=Knowledge+for+Men+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Personal Power,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Personal+Power,https://www.youtube.com/results?search_query=Personal+Power+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Mary Morrissey,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Mary+Morrissey,https://www.youtube.com/results?search_query=Mary+Morrissey+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Nameless - The Dark Side Of Self-Development,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Nameless+-+The+Dark+Side+Of+Self-Development,https://www.youtube.com/results?search_query=Nameless+-+The+Dark+Side+Of+Self-Development+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Freedom Kingdom,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Freedom+Kingdom,https://www.youtube.com/results?search_query=Freedom+Kingdom+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Minion No More,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minion+No+More,https://www.youtube.com/results?search_query=Minion+No+More+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Practical Inspiration - Personal Growth & Success,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Practical+Inspiration+-+Personal+Growth+%26+Success,https://www.youtube.com/results?search_query=Practical+Inspiration+-+Personal+Growth+%26+Success+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Jake Nawrocki,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jake+Nawrocki,https://www.youtube.com/results?search_query=Jake+Nawrocki+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Personal Development,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Personal+Development,https://www.youtube.com/results?search_query=Personal+Development+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Zen Rose Garden,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Zen+Rose+Garden,https://www.youtube.com/results?search_query=Zen+Rose+Garden+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
Affiliate,Pinnacle Of Man TM,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Pinnacle+Of+Man+TM,https://www.youtube.com/results?search_query=Pinnacle+Of+Man+TM+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.
