Prospect Type,Name / Channel,Category,Best Contact,Contact Type,Contact URL,Relevant Content / Fit Link,Affiliate Fit Score (1-10),Audience Size,Why Talysman Fits,Suggested Outreach Angle,Source URL,Verification Date,Outreach Status,Notes,Gatekeeper / Organization,Decision Maker / Role,Institution / Community,Geography,Approx. Reachable Group Size,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10)
Affiliate,Davids Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Davids+Self+Improvement,https://www.youtube.com/results?search_query=Davids+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Lmentalist,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Lmentalist,https://www.youtube.com/results?search_query=Lmentalist+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,90 Second Nugget,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=90+Second+Nugget,https://www.youtube.com/results?search_query=90+Second+Nugget+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Eric S Burdon,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Eric+S+Burdon,https://www.youtube.com/results?search_query=Eric+S+Burdon+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Eric Ha Self-Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Eric+Ha+Self-Improvement,https://www.youtube.com/results?search_query=Eric+Ha+Self-Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,The Self-Improvement Blueprint,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Self-Improvement+Blueprint,https://www.youtube.com/results?search_query=The+Self-Improvement+Blueprint+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Skillopedia - Skills for the real world,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Skillopedia+-+Skills+for+the+real+world,https://www.youtube.com/results?search_query=Skillopedia+-+Skills+for+the+real+world+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Antony Stagg,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Antony+Stagg,https://www.youtube.com/results?search_query=Antony+Stagg+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Knowledge for Men,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Knowledge+for+Men,https://www.youtube.com/results?search_query=Knowledge+for+Men+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Personal Power,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Personal+Power,https://www.youtube.com/results?search_query=Personal+Power+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Mary Morrissey,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Mary+Morrissey,https://www.youtube.com/results?search_query=Mary+Morrissey+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Nameless - The Dark Side Of Self-Development,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Nameless+-+The+Dark+Side+Of+Self-Development,https://www.youtube.com/results?search_query=Nameless+-+The+Dark+Side+Of+Self-Development+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Freedom Kingdom,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Freedom+Kingdom,https://www.youtube.com/results?search_query=Freedom+Kingdom+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Minion No More,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Minion+No+More,https://www.youtube.com/results?search_query=Minion+No+More+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Practical Inspiration - Personal Growth & Success,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Practical+Inspiration+-+Personal+Growth+%26+Success,https://www.youtube.com/results?search_query=Practical+Inspiration+-+Personal+Growth+%26+Success+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Jake Nawrocki,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jake+Nawrocki,https://www.youtube.com/results?search_query=Jake+Nawrocki+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Personal Development,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Personal+Development,https://www.youtube.com/results?search_query=Personal+Development+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Zen Rose Garden,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Zen+Rose+Garden,https://www.youtube.com/results?search_query=Zen+Rose+Garden+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Pinnacle Of Man TM,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Pinnacle+Of+Man+TM,https://www.youtube.com/results?search_query=Pinnacle+Of+Man+TM+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Kyosophy,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Kyosophy,https://www.youtube.com/results?search_query=Kyosophy+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Mariana Kaiser,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Mariana+Kaiser,https://www.youtube.com/results?search_query=Mariana+Kaiser+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Naya Clinics,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Naya+Clinics,https://www.youtube.com/results?search_query=Naya+Clinics+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Jecht Spencer,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jecht+Spencer,https://www.youtube.com/results?search_query=Jecht+Spencer+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Christopher Babson | Self Help YouTube Channel,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Christopher+Babson+%7C+Self+Help+YouTube+Channel,https://www.youtube.com/results?search_query=Christopher+Babson+%7C+Self+Help+YouTube+Channel+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Jonny - Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Jonny+-+Self+Improvement,https://www.youtube.com/results?search_query=Jonny+-+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Evette Rose,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Evette+Rose,https://www.youtube.com/results?search_query=Evette+Rose+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Your Unlocked Potential - Self Development Tips,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Your+Unlocked+Potential+-+Self+Development+Tips,https://www.youtube.com/results?search_query=Your+Unlocked+Potential+-+Self+Development+Tips+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Bartek Self-Improves,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Bartek+Self-Improves,https://www.youtube.com/results?search_query=Bartek+Self-Improves+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Cameron Gibson,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Cameron+Gibson,https://www.youtube.com/results?search_query=Cameron+Gibson+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Contrarian Learning Studio,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Contrarian+Learning+Studio,https://www.youtube.com/results?search_query=Contrarian+Learning+Studio+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Failure School,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Failure+School,https://www.youtube.com/results?search_query=Failure+School+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,The Mind Power Channel,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Mind+Power+Channel,https://www.youtube.com/results?search_query=The+Mind+Power+Channel+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Orange Box Personal Development,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Orange+Box+Personal+Development,https://www.youtube.com/results?search_query=Orange+Box+Personal+Development+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Redlyrics Books,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Redlyrics+Books,https://www.youtube.com/results?search_query=Redlyrics+Books+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Loud Voice Digital,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Loud+Voice+Digital,https://www.youtube.com/results?search_query=Loud+Voice+Digital+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Nicky Sujadi,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Nicky+Sujadi,https://www.youtube.com/results?search_query=Nicky+Sujadi+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Sean's Magical Odyssey,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Sean%27s+Magical+Odyssey,https://www.youtube.com/results?search_query=Sean%27s+Magical+Odyssey+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Breakthrough Mindsets,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Breakthrough+Mindsets,https://www.youtube.com/results?search_query=Breakthrough+Mindsets+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Golden Hour,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Golden+Hour,https://www.youtube.com/results?search_query=Golden+Hour+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Living to Improve!,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Living+to+Improve%21,https://www.youtube.com/results?search_query=Living+to+Improve%21+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,52 Weeks,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=52+Weeks,https://www.youtube.com/results?search_query=52+Weeks+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Motivation and Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Motivation+and+Self+Improvement,https://www.youtube.com/results?search_query=Motivation+and+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Self-Improvement Warrior,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Self-Improvement+Warrior,https://www.youtube.com/results?search_query=Self-Improvement+Warrior+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,FJG Personal Development The Manual To Life Project,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=FJG+Personal+Development+The+Manual+To+Life+Project,https://www.youtube.com/results?search_query=FJG+Personal+Development+The+Manual+To+Life+Project+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,The Improvement Initiative,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=The+Improvement+Initiative,https://www.youtube.com/results?search_query=The+Improvement+Initiative+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,1thousandonewords,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=1thousandonewords,https://www.youtube.com/results?search_query=1thousandonewords+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Cheuky - Self Improvement,Self Improvement,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Cheuky+-+Self+Improvement,https://www.youtube.com/results?search_query=Cheuky+-+Self+Improvement+focus+productivity+study,6,,"Audience is motivated by behavior change, discipline and practical self-management.","Pitch a behavioral commitment device that turns intention into an environment, with lifetime Pro to test.",https://videos.feedspot.com/self_improvement_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Ashlynne Eaton,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Ashlynne+Eaton,https://www.youtube.com/results?search_query=Ashlynne+Eaton+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
Affiliate,Use Less,Minimalism / Intentional Living,YouTube business inquiry / creator business contact,YouTube / business inquiry,https://www.youtube.com/results?search_query=Use+Less,https://www.youtube.com/results?search_query=Use+Less+focus+productivity+study,7,,Audience values intentional tech use and reducing digital noise.,"Pitch a calmer relationship with technology: fewer digital loopholes, more intentional computer use.",https://videos.feedspot.com/minimalist_youtube_channels/,2026-08-31,Not Contacted,Publicly listed creator/channel from 2026 niche directory. Verify current business email/DM from creator channel About/profile before sending.,,,,,,,,,,,,
