Prospect Type,Gatekeeper / Organization,Decision Maker / Role,Category,Institution / Community,Geography,Approx. Reachable Group Size,Best Contact,Contact Type,Contact URL,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10),Source URL,Verification Date,Outreach Status,Notes
Initial User Gatekeeper,Hack_NCState,,Hackathon Organizer,Major League Hacking member event,"Raleigh, North Carolina, US",,Organizer contact / partnership route on event website,Website / contact form,https://hackncstate.org,https://hackncstate.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,InnovateHer,,Hackathon Organizer,Major League Hacking member event,"West Lafayette, Indiana, US",,Organizer contact / partnership route on event website,Website / contact form,https://innovateherhacks.org,https://innovateherhacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,SpartaHack,,Hackathon Organizer,Major League Hacking member event,"East Lansing, Michigan, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.spartahack.com,https://www.spartahack.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,MakeUofT,,Hackathon Organizer,Major League Hacking member event,"Toronto, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://makeuoft.ca,https://makeuoft.ca,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,SF Hacks,,Hackathon Organizer,Major League Hacking member event,"San Francisco, California, US",,Organizer contact / partnership route on event website,Website / contact form,https://sfhacks.io,https://sfhacks.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,CUhackit,,Hackathon Organizer,Major League Hacking member event,"Clemson, South Carolina, US",,Organizer contact / partnership route on event website,Website / contact form,https://cuhack.it,https://cuhack.it,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackIllinois,,Hackathon Organizer,Major League Hacking member event,"Urbana, Illinois, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.hackillinois.org,https://www.hackillinois.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Hacklytics,,Hackathon Organizer,Major League Hacking member event,"Atlanta, Georgia, US",,Organizer contact / partnership route on event website,Website / contact form,https://hacklytics2027.web.app,https://hacklytics2027.web.app,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackHERS,,Hackathon Organizer,Major League Hacking member event,"New Brunswick, New Jersey, US",,Organizer contact / partnership route on event website,Website / contact form,https://ruhackhers.org,https://ruhackhers.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,RevolutionUC,,Hackathon Organizer,Major League Hacking member event,"Cincinnati, Ohio, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.revolutionuc.com,https://www.revolutionuc.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,WiCHacks,,Hackathon Organizer,Major League Hacking member event,"Rochester, New York, US",,Organizer contact / partnership route on event website,Website / contact form,https://wichacks.io,https://wichacks.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HenHacks,,Hackathon Organizer,Major League Hacking member event,"Newark, Delaware, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.henhackshackathon.com,https://www.henhackshackathon.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Kent Hack Enough,,Hackathon Organizer,Major League Hacking member event,"Kent, Ohio, US",,Organizer contact / partnership route on event website,Website / contact form,https://khe.io,https://khe.io,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Diamondhacks,,Hackathon Organizer,Major League Hacking member event,"La Jolla, California, US",,Organizer contact / partnership route on event website,Website / contact form,https://diamondhacks.acmucsd.com,https://diamondhacks.acmucsd.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,HackKU,,Hackathon Organizer,Major League Hacking member event,"Lawrence, Kansas, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.hackku.org,https://www.hackku.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,MariHacks,,Hackathon Organizer,Major League Hacking member event,"Montreal, Quebec, CA",,Organizer contact / partnership route on event website,Website / contact form,https://www.marihacks.com,https://www.marihacks.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,WEHack,,Hackathon Organizer,Major League Hacking member event,"Richardson, Texas, US",,Organizer contact / partnership route on event website,Website / contact form,https://www.wehackutd.com,https://www.wehackutd.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,PEC HACKS,,Hackathon Organizer,Major League Hacking member event,"Chennai, Tamil Nadu, IN",,Organizer contact / partnership route on event website,Website / contact form,https://pechacks.org,https://pechacks.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Hack the 6ix,,Hackathon Organizer,Major League Hacking member event,"Toronto, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://hackthe6ix.com,https://hackthe6ix.com,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,cuHacking,,Hackathon Organizer,Major League Hacking member event,"Ottawa, Ontario, CA",,Organizer contact / partnership route on event website,Website / contact form,https://www.cuhacking.ca,https://www.cuhacking.ca,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Hexafalls,,Hackathon Organizer,Major League Hacking member event,"Kolkata, West Bengal, IN",,Organizer contact / partnership route on event website,Website / contact form,https://hexafalls.org,https://hexafalls.org,"Hackathon attendees are laptop-heavy student builders who work in long, distraction-prone sessions.",Developer Deep-Work Challenge: give attendees free Pro for a 7-day build sprint.,Would you be open to sharing a free 7-day focus challenge with participants?,8,10,9,https://www.mlh.com/seasons/2027/events,2026-08-31,Not Contacted,Event name/location/site verified on MLH season schedule; use event site's current contact/team page.
Initial User Gatekeeper,Association for Women in Mathematics,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Connecting Leaders in Innovation & Pharma,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,National Society of Black Engineers (NSBE),,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Neuroscience Club,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Pre-Dental Society,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Society of Physics Students,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Women in Physics,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Accounting Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Alpha Kappa Psi,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Black Business Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Blockchain@SCU,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Delta Sigma Pi,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Economic Student Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Finance Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Finance Technology Student Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Information Systems and Analytics Student Network,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Institute for Operations Research & Management Sciences,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Investment Banking Club,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Latinx Business Student Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Microfinance Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Phi Chi Theta,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Product Launch,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Real Estate Association,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Santa Clara Consulting,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Santa Clara GetVirtual,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Santa Clara Strategy,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,SCU Sports Business,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
Initial User Gatekeeper,Tech Sales Network,,University Student Organization,Santa Clara University,"Santa Clara, CA, US",,tvanadilok@scu.edu,Email,mailto:tvanadilok@scu.edu,https://www.scu.edu/csi/organizations/directory/,"Members are students in technical, business, or intensive academic communities with heavy laptop use.","7-Day Lock-In Challenge for SCU members; free Pro, founder-led onboarding, and results shared back to the group.",Could you connect me with the current club president or share a 7-day focus challenge with members?,7,9,8,https://www.scu.edu/csi/organizations/directory/,2026-08-31,Not Contacted,Org verified in SCU 2026 RSO directory. Listed contact is Center for Student Involvement; ask for current officer contact.
